CustomerID,Full_Name,Email,Phone,Address,Date_of_Birth,Occupation,Industry,Lead_Source,Preferred_Contact_Method,Annual_Income,Last_Contacted
CUST1962,Zachary Lyons,smithalexis@ramirez.com,+1-862-931-7785x93881,"10591 Williams Plaza, Nancyshire, ND 70181",6/4/1988,Technician,Education,Event,SMS,106240.37,10/6/2024
CUST9301,Cody Scott,breweremily@gmail.com,001-856-074-5155,"1731 Jones Tunnel Apt. 269, South Cheryl, VA 04082",9/30/1991,Technician,Education,Event,SMS,106696.08,8/15/2024
CUST7892,Carl George,thomasreed@west-ryan.com,(101)920-2969x4328,"15699 Hubbard Curve Suite 416, East Susan, OR 50740",9/25/1990,Consultant,Technology,Social Media,Phone,44939.21,12/24/2024
CUST8451,Victoria Collins,jasonbell@hotmail.com,444-063-5393x3772,"0460 Adams Pines Apt. 871, North Andrew, UT 67717",8/19/1996,Consultant,Technology,N/A,Phone,100016.94,5/4/2024
CUST5281,Evan Solis,gardnerdaniel@gray-hayes.com,870-489-4858,"7483 Angela Mountain Apt. 557, North Moniqueshire, IL 03927",7/3/2006,Consultant,Manufacturing,Unknown,Email,59503.74,10/12/2024
CUST8305,Rebecca Cooper,smithjames@wise.com,001-745-633-4679,"PSC 0294, Box 5444, APO AP 36648",1/29/2001,Consultant,Manufacturing,Event,SMS,80448.46,4/24/2025
CUST1085,Joanna Kidd,evanlee@hunter.com,001-483-816-8663x5451,"466 Jones Way, Adammouth, ME 79411",7/1/1973,Technician,Healthcare,Event,,123185.6,6/21/2024
CUST9995,Erin Decker,patrick19@ewing.com,358-267-8251x04005,"4640 Martin Mountains Suite 432, New Elizabeth, MD 20805",6/3/1962,Manager,Technology,Website,SMS,87008.76,2/21/2025
CUST4867,Eric Garcia,longheather@martinez.info,771.102.8279,"3201 Joshua Village, Thorntonberg, FL 98406",7/27/1966,Director,Education,Website,Phone,107463.44,1/1/2025
CUST1725,Corey Cannon,tyler42@yahoo.com,(030)111-7850,"00987 Renee Oval Apt. 625, Richardsonmouth, CA 60493",2/21/1977,Manager,Healthcare,Website,Email,51829.53,6/12/2024
CUST8840,Gary Cunningham,veronica15@romero.org,001-673-330-4893x146,"Unit 8672 Box 9410, DPO AA 48363",8/1/2004,Director,Finance,Email Campaign,,135197.8,5/2/2024
CUST9267,Christopher Macdonald,montoyakenneth@gmail.com,753-446-7235x61652,"10082 Carney Estate, New Sarah, NV 16854",12/12/2004,Manager,Technology,N/A,,84269.03,1/5/2025
CUST6678,Kyle Stewart,larry96@yahoo.com,(202)243-5306x47332,"3439 Hernandez Fort, Nicoleland, PA 86033",6/16/2005,Manager,Technology,N/A,Email,136045.78,12/24/2024
CUST8266,Heather Lopez,nwright@mcmahon.com,191.441.0313,"9485 Shawn Gardens Apt. 038, Port Travis, NE 52001",11/9/1966,Consultant,Healthcare,Referral,,26528.39,5/23/2024
CUST8075,Melissa Carter,lgarcia@hotmail.com,463.251.6801,"354 Burgess Valleys, Andreaside, MD 89922",4/26/1959,Engineer,Retail,Referral,,106785.11,11/27/2024
CUST2787,Shannon Mann,huntamanda@gmail.com,001-438-008-7298x282,"226 Vargas Expressway Suite 951, East Ashleyport, NV 81880",7/15/1983,Director,Education,Unknown,,99644.8,9/23/2024
CUST9100,Brooke Robles,manuelwhite@smith.info,(949)079-1489x7639,"5088 Michael Place Suite 367, Jessicaburgh, ID 91000",3/12/1966,Director,Retail,Unknown,,136637.05,11/20/2024
CUST7049,Amanda Caldwell,iheath@gmail.com,(412)847-5593x22313,"17854 Kenneth Vista, West Mirandaburgh, RI 73190",2/24/1955,Consultant,Retail,Social Media,Phone,129182.18,9/12/2024
CUST8971,Brandy Chavez,nolanshawna@cook.com,175-807-9619x727,"4629 Spencer Locks, Nelsonton, AK 30671",5/23/1989,Director,Retail,N/A,Phone,55697.67,11/29/2024
CUST3023,Angela Baker,pyoung@gmail.com,771.160.0216,"9173 Erica Shores, North Steventown, OK 30913",2/12/1979,Technician,Education,Referral,SMS,63660.18,6/3/2024
CUST7688,Brittany Johnson,bailey73@hotmail.com,809.020.9820x5479,"70914 Ann Curve Apt. 302, Port Brad, NC 37545",12/19/1979,Engineer,Healthcare,Referral,Phone,69794.59,1/16/2025
CUST7376,Andrew Parker,sara94@becker.net,950-446-5084x0731,"8110 French Dam, Jamesshire, AL 62616",9/19/1999,Technician,Healthcare,Website,,72987.92,5/17/2024
CUST2616,Kimberly Mcdonald,mcclurejose@moore.org,###-###-####,"1123 Oconnor Neck Apt. 597, Gibbschester, CO 54425",7/7/1973,Consultant,Retail,Website,Phone,128275.85,11/12/2024
CUST8849,Brandon Stewart,ohayes@yahoo.com,763-457-9042x081,"43780 May Point Suite 873, Port Mark, OK 05030",4/20/1979,Director,Technology,Website,,82007.37,5/30/2024
CUST1685,Cody Lopez,meganmejia@burns.com,001-657-008-1448x784,"64018 Kim Circles, Port John, ME 43295",2/6/2003,Analyst,Retail,Unknown,,89968.67,10/9/2024
CUST7030,Maria Farley,jamesferrell@mendoza-mcneil.com,776.456.6812x7576,"USNS Tucker, FPO AA 84526",2/8/2007,Director,Manufacturing,Referral,,48524.81,9/26/2024
CUST4654,Roy Carson,shahtracy@yahoo.com,205-309-8456,"1473 Conrad Port, North Darrellmouth, WI 51902",6/14/1955,Consultant,Finance,Email Campaign,SMS,106953.57,1/23/2025
CUST1796,David Everett,jamie50@hotmail.com,+1-665-511-1646x30553,"752 Reynolds Isle Suite 765, Brennantown, GA 78901",9/29/1967,Technician,Healthcare,Unknown,,139540.41,7/17/2024
CUST1570,Mr. Brad Booth,williamgrimes@fuller.com,8623955806,"96356 Ashley Wells, Port Anthony, NJ 90558",11/19/1958,Director,Finance,Email Campaign,Email,30913.17,9/30/2024
CUST2518,Mikayla Newman,jeffrey25@thompson.com,599-821-3525x493,"51215 Pace Plain Suite 445, Lake Joseph, VA 60557",7/23/1990,Manager,Retail,Referral,Email,53820.32,11/10/2024
CUST3461,Evelyn Chapman,amy94@thomas-hunt.com,001-050-878-6233x5593,"418 Sarah Well Suite 459, Lake James, UT 92329",8/30/1981,Manager,Retail,Social Media,SMS,118959.86,5/28/2024
CUST2764,Laura Kelly,mscott@gmail.com,808.073.7781x244,"69082 Lucas Cove, Richardshire, TX 64301",5/5/1955,Analyst,Retail,Social Media,Email,81139.89,1/20/2025
CUST9456,Charles Clark,ashley39@gonzales.com,865-024-6244x547,"56782 Wood Mountains, South Amanda, NE 10812",6/20/1964,Director,Finance,Social Media,Phone,-8284,7/11/2024
CUST8541,Heidi Turner,bdennis@long-smith.com,534.295.3385x855,"720 Montes Curve Suite 059, South Jeffrey, WA 28948",6/1/1992,Engineer,Finance,Referral,Phone,129099.75,10/13/2024
CUST1153,Kyle Guzman,paigereyes@butler.com,-938,"7405 Robert Island, Lake Monicabury, ME 94000",7/22/1976,Manager,Healthcare,Referral,,107029.65,8/10/2024
CUST4321,Jack Pearson,lynnnicholas@james.net,(482)586-8181x74257,"3770 Heather Street Apt. 642, Travisshire, MO 32042",9/8/2004,Manager,Retail,N/A,SMS,119696.75,10/27/2024
CUST1707,Isaiah Matthews,vwright@olson.com,001-761-337-8465x56552,"817 Jesse Glen Suite 159, Nicolestad, CT 14791",5/17/1966,Director,Manufacturing,N/A,Email,121112.95,9/7/2024
CUST1994,Brandy Willis DVM,orozcorobert@hotmail.com,869-926-9450x1605,"407 King Bridge, South Leslieshire, LA 54107",9/2/2005,Analyst,Finance,Event,Email,140755.33,2/23/2025
CUST3544,Samantha Whitney,deborah46@eaton.org,935.268.7189x25844,"583 Kayla Pines Suite 293, Leblancfort, KS 63329",3/8/1959,Technician,Retail,Email Campaign,Phone,29879.54,10/6/2024
CUST4796,Jesse Willis,greensharon@gmail.com,001-580-988-1484x16203,"3395 Betty Forks, East Robinberg, NH 94111",7/3/2002,Technician,Healthcare,Website,SMS,130538.12,2/8/2025
CUST4808,Angela Montgomery,bradcoleman@hotmail.com,+1-940-619-7138x72828,"202 Jones Alley, Port Jonathanland, AZ 74873",6/29/1971,Engineer,Manufacturing,Unknown,Email,65136.49,8/19/2024
CUST9854,Matthew Blackburn,sarah07@williamson.com,+1-617-493-5534x8814,"PSC 1880, Box 4578, APO AE 83094",1/11/1969,Technician,Education,Website,SMS,21644.78,7/4/2024
CUST9811,Michael Ramos,thompsonlinda@hamilton.com,400-398-8303,"023 Kathleen Mount, Shirleyton, VT 88935",4/15/1989,Consultant,Finance,Email Campaign,SMS,102626.06,3/19/2025
CUST3781,Catherine Mason,helliott@yahoo.com,+1-545-830-8771x38905,"8446 Jessica Cove, New Renee, TX 84445",7/4/1977,Technician,Healthcare,Email Campaign,Phone,115393.39,2/12/2025
CUST4091,Anthony Little,kevinolson@hotmail.com,-11269,"977 Maddox Rapids, North Manuelview, MS 03203",1/28/1982,Analyst,Manufacturing,Unknown,,80433.59,5/25/2024
CUST7919,Autumn Lopez,zdavis@rodriguez-hubbard.com,001-355-675-9336x2205,"098 David Pines Suite 308, New Stephenland, AZ 97739",9/20/1984,Director,Education,Social Media,Phone,127995.03,9/30/2024
CUST2758,Chelsea Haney,gjones@yahoo.com,193-572-2275,"47337 White Knoll Suite 626, Cynthiaport, ME 09437",5/3/1957,Analyst,Retail,Referral,,94080.45,5/14/2024
CUST3107,Anthony Waters,opark@miller.biz,924.302.1958x7228,"75565 Andrew Square Suite 223, North Jakestad, PA 01659",6/28/1967,Consultant,Education,Website,,130623.87,8/5/2024
CUST7842,Amanda Porter,melaniebrown@hotmail.com,+1-652-345-9177x10832,"USCGC Dickerson, FPO AA 26872",4/14/1988,Consultant,Healthcare,Social Media,SMS,64244.05,7/21/2024
CUST5963,Tonya Ortega,amywoods@gmail.com,059-600-5268x2243,"21510 Sims Forks, East Michaelport, ME 67848",5/21/1985,Technician,Education,Event,Email,87161.54,4/7/2025
CUST1362,Wendy Rodriguez,nchan@mendez-johnson.com,001-179-571-1973x2989,"13325 Patrick Ramp Apt. 180, West Jasonstad, AK 52343",3/29/2004,Engineer,Healthcare,N/A,,83515.12,4/24/2025
CUST4316,Nancy Hughes,richard01@sanchez-hale.com,(378)822-7545x6395,"27324 Shelley Fall, Shaunborough, MN 50067",5/1/1963,Technician,Retail,N/A,,78262.69,10/28/2024
CUST4249,Carlos Clark,michael49@gmail.com,288-563-5414x3370,"736 Gail Extension, New Laurashire, NH 75938",10/15/1963,Engineer,Education,Referral,,109932.33,4/9/2025
CUST2595,Andrew Mcfarland,mitchelldaniel@tapia.info,5271974148,"2921 Patricia Curve, Port Michelleview, DC 38670",2/4/2003,Technician,Manufacturing,Social Media,,91951.48,12/2/2024
CUST3760,Joshua Ryan,curtisstephanie@ortiz.info,463.563.1990x88901,"936 Fuller Way, Kellyport, WI 34046",10/29/1966,Consultant,Technology,Event,SMS,65735.37,5/3/2024
CUST3177,Stephanie Wilson,rbryant@yahoo.com,795.605.6293x683,"USNV Ramirez, FPO AE 88963",9/16/1983,Analyst,Education,Social Media,Phone,35685.27,11/10/2024
CUST5870,Kayla Roberts,megan51@martinez.net,2141229936,"191 Adams Cape Apt. 152, Vazquezshire, OR 98379",1/24/1973,Analyst,Finance,N/A,Phone,44900.33,10/24/2024
CUST5791,Mark Moore,vickijenkins@anderson.com,(879)580-8871x4067,"USCGC Gray, FPO AE 63144",7/16/1992,Consultant,Education,N/A,SMS,147466.38,4/25/2024
CUST8836,Lisa Dorsey,adamharris@hotmail.com,001-953-091-2322x09232,"283 Justin Oval Apt. 385, Thompsonbury, KS 35285",4/12/1966,Analyst,Healthcare,Social Media,Phone,59294.79,3/7/2025
CUST4889,Morgan Jones,kelly22@owens.net,(376)985-6709x9520,"050 Victor Burgs, Jamesstad, ID 46928",7/19/1989,Director,Healthcare,Social Media,Email,146658.34,9/3/2024
CUST5532,Amanda Scott,bonnietaylor@garner-miller.com,643.848.2623x195,"24495 Tucker Loop, West Maureenton, GA 78686",10/18/1968,Analyst,Technology,Referral,,33336.39,2/4/2025
CUST7419,Lisa Lopez,tkim@yahoo.com,(544)035-4511x258,"68687 Jacob Cape, Wintersborough, AL 55111",3/2/1996,Director,Education,Email Campaign,,77260.94,3/24/2025
